char,font_face,font_size,font_version,width
<,Geneva,20,bi,23
=,Geneva,20,bi,23
>,Geneva,20,bi,23
?,Geneva,20,bi,25
@,Geneva,20,bi,41
A,Geneva,20,bi,30
B,Geneva,20,bi,29
C,Geneva,20,bi,30
D,Geneva,20,bi,30
E,Geneva,20,bi,30
F,Geneva,20,bi,28
G,Geneva,20,bi,32
H,Geneva,20,bi,31
I,Geneva,20,bi,13
J,Geneva,20,bi,24
K,Geneva,20,bi,33
L,Geneva,20,bi,24
M,Geneva,20,bi,35
N,Geneva,20,bi,31
O,Geneva,20,bi,32
P,Geneva,20,bi,29
Q,Geneva,20,bi,32
R,Geneva,20,bi,30
S,Geneva,20,bi,28
T,Geneva,20,bi,28
U,Geneva,20,bi,31
V,Geneva,20,bi,32
W,Geneva,20,bi,43
X,Geneva,20,bi,34
Y,Geneva,20,bi,32
Z,Geneva,20,bi,27
[,Geneva,20,bi,18
\,Geneva,20,bi,12
],Geneva,20,bi,20
^,Geneva,20,bi,23
_,Geneva,20,bi,23
`,Geneva,20,bi,13
a,Geneva,20,bi,22
b,Geneva,20,bi,24
c,Geneva,20,bi,23
d,Geneva,20,bi,27
e,Geneva,20,bi,22
f,Geneva,20,bi,19
g,Geneva,20,bi,25
h,Geneva,20,bi,24
i,Geneva,20,bi,13
j,Geneva,20,bi,19
k,Geneva,20,bi,25
l,Geneva,20,bi,13
m,Geneva,20,bi,36
n,Geneva,20,bi,24
o,Geneva,20,bi,24
p,Geneva,20,bi,25
q,Geneva,20,bi,25
r,Geneva,20,bi,20
s,Geneva,20,bi,22
t,Geneva,20,bi,16
u,Geneva,20,bi,24
v,Geneva,20,bi,25
w,Geneva,20,bi,34
x,Geneva,20,bi,26
y,Geneva,20,bi,25
z,Geneva,20,bi,21
{,Geneva,20,bi,20
|,Geneva,20,bi,10
},Geneva,20,bi,20
~,Geneva,20,bi,24
 ,Georgia,9,,4
!,Georgia,9,,6
"""",Georgia,9,,7
#,Georgia,9,,12
$,Georgia,9,,11
%,Georgia,9,,15
&,Georgia,9,,13
',Georgia,9,,4
(,Georgia,9,,7
),Georgia,9,,7
*,Georgia,9,,9
+,Georgia,9,,12
",",Georgia,9,,5
-,Georgia,9,,7
.,Georgia,9,,5
/,Georgia,9,,8
0,Georgia,9,,11
1,Georgia,9,,8
2,Georgia,9,,10
3,Georgia,9,,10
4,Georgia,9,,10
5,Georgia,9,,10
6,Georgia,9,,10
7,Georgia,9,,9
8,Georgia,9,,11
9,Georgia,9,,10
:,Georgia,9,,6
;,Georgia,9,,6
<,Georgia,9,,12
=,Georgia,9,,12
>,Georgia,9,,12
?,Georgia,9,,9
@,Georgia,9,,17
A,Georgia,9,,12
B,Georgia,9,,12
C,Georgia,9,,12
D,Georgia,9,,13
E,Georgia,9,,12
F,Georgia,9,,11
G,Georgia,9,,13
H,Georgia,9,,15
I,Georgia,9,,7
J,Georgia,9,,9
K,Georgia,9,,13
L,Georgia,9,,11
M,Georgia,9,,17
N,Georgia,9,,14
O,Georgia,9,,13
P,Georgia,9,,11
Q,Georgia,9,,13
R,Georgia,9,,13
S,Georgia,9,,10
T,Georgia,9,,11
U,Georgia,9,,14
V,Georgia,9,,12
W,Georgia,9,,18
X,Georgia,9,,13
Y,Georgia,9,,11
Z,Georgia,9,,11
[,Georgia,9,,7
\,Georgia,9,,8
],Georgia,9,,7
^,Georgia,9,,12
_,Georgia,9,,12
`,Georgia,9,,9
a,Georgia,9,,9
b,Georgia,9,,10
c,Georgia,9,,8
d,Georgia,9,,10
e,Georgia,9,,9
f,Georgia,9,,6
g,Georgia,9,,9
h,Georgia,9,,11
i,Georgia,9,,5
j,Georgia,9,,5
k,Georgia,9,,10
l,Georgia,9,,5
m,Georgia,9,,16
n,Georgia,9,,11
o,Georgia,9,,10
p,Georgia,9,,10
q,Georgia,9,,10
r,Georgia,9,,7
s,Georgia,9,,8
t,Georgia,9,,6
u,Georgia,9,,11
v,Georgia,9,,9
w,Georgia,9,,13
x,Georgia,9,,9
y,Georgia,9,,9
z,Georgia,9,,8
{,Georgia,9,,8
|,Georgia,9,,7
},Georgia,9,,8
~,Georgia,9,,12
 ,Georgia,9,b,5
!,Georgia,9,b,7
"""",Georgia,9,b,9
#,Georgia,9,b,13
$,Georgia,9,b,12
%,Georgia,9,b,16
&,Georgia,9,b,14
',Georgia,9,b,5
(,Georgia,9,b,8
),Georgia,9,b,8
*,Georgia,9,b,9
+,Georgia,9,b,13
",",Georgia,9,b,6
-,Georgia,9,b,7
.,Georgia,9,b,6
/,Georgia,9,b,8
0,Georgia,9,b,13
1,Georgia,9,b,9
2,Georgia,9,b,11
3,Georgia,9,b,11
4,Georgia,9,b,12
5,Georgia,9,b,11
6,Georgia,9,b,12
7,Georgia,9,b,10
8,Georgia,9,b,12
9,Georgia,9,b,12
:,Georgia,9,b,7
;,Georgia,9,b,7
<,Georgia,9,b,13
=,Georgia,9,b,13
>,Georgia,9,b,13
?,Georgia,9,b,10
@,Georgia,9,b,17
A,Georgia,9,b,14
B,Georgia,9,b,14
C,Georgia,9,b,13
D,Georgia,9,b,15
E,Georgia,9,b,13
F,Georgia,9,b,12
G,Georgia,9,b,15
H,Georgia,9,b,16
I,Georgia,9,b,8
J,Georgia,9,b,11
K,Georgia,9,b,15
L,Georgia,9,b,12
M,Georgia,9,b,18
N,Georgia,9,b,15
O,Georgia,9,b,15
P,Georgia,9,b,13
Q,Georgia,9,b,15
R,Georgia,9,b,14
S,Georgia,9,b,12
T,Georgia,9,b,12
U,Georgia,9,b,15
V,Georgia,9,b,14
W,Georgia,9,b,20
X,Georgia,9,b,15
Y,Georgia,9,b,13
Z,Georgia,9,b,12
[,Georgia,9,b,8
\,Georgia,9,b,8
],Georgia,9,b,8
^,Georgia,9,b,13
_,Georgia,9,b,13
`,Georgia,9,b,9
a,Georgia,9,b,11
b,Georgia,9,b,12
c,Georgia,9,b,10
d,Georgia,9,b,12
e,Georgia,9,b,10
f,Georgia,9,b,7
g,Georgia,9,b,10
h,Georgia,9,b,13
i,Georgia,9,b,6
j,Georgia,9,b,6
k,Georgia,9,b,11
l,Georgia,9,b,6
m,Georgia,9,b,18
n,Georgia,9,b,13
o,Georgia,9,b,11
p,Georgia,9,b,12
q,Georgia,9,b,12
r,Georgia,9,b,9
s,Georgia,9,b,9
t,Georgia,9,b,7
u,Georgia,9,b,13
v,Georgia,9,b,10
w,Georgia,9,b,16
x,Georgia,9,b,11
y,Georgia,9,b,10
z,Georgia,9,b,9
{,Georgia,9,b,9
|,Georgia,9,b,7
},Georgia,9,b,9
~,Georgia,9,b,13
 ,Georgia,9,i,4
!,Georgia,9,i,6
"""",Georgia,9,i,8
#,Georgia,9,i,12
$,Georgia,9,i,11
%,Georgia,9,i,15
&,Georgia,9,i,14
',Georgia,9,i,5
(,Georgia,9,i,8
),Georgia,9,i,8
*,Georgia,9,i,9
+,Georgia,9,i,12
",",Georgia,9,i,5
-,Georgia,9,i,7
.,Georgia,9,i,5
/,Georgia,9,i,12
0,Georgia,9,i,11
1,Georgia,9,i,8
2,Georgia,9,i,10
3,Georgia,9,i,11
4,Georgia,9,i,10
5,Georgia,9,i,12
6,Georgia,9,i,10
7,Georgia,9,i,10
8,Georgia,9,i,11
9,Georgia,9,i,10
:,Georgia,9,i,7
;,Georgia,9,i,7
<,Georgia,9,i,12
=,Georgia,9,i,12
>,Georgia,9,i,12
?,Georgia,9,i,10
@,Georgia,9,i,17
A,Georgia,9,i,14
B,Georgia,9,i,13
C,Georgia,9,i,13
D,Georgia,9,i,14
E,Georgia,9,i,14
F,Georgia,9,i,14
G,Georgia,9,i,14
H,Georgia,9,i,17
I,Georgia,9,i,9
J,Georgia,9,i,12
K,Georgia,9,i,16
L,Georgia,9,i,12
M,Georgia,9,i,19
N,Georgia,9,i,17
O,Georgia,9,i,13
P,Georgia,9,i,13
Q,Georgia,9,i,13
R,Georgia,9,i,14
S,Georgia,9,i,11
T,Georgia,9,i,13
U,Georgia,9,i,16
V,Georgia,9,i,15
W,Georgia,9,i,21
X,Georgia,9,i,16
Y,Georgia,9,i,14
Z,Georgia,9,i,14
[,Georgia,9,i,10
\,Georgia,9,i,8
],Georgia,9,i,9
^,Georgia,9,i,12
_,Georgia,9,i,14
`,Georgia,9,i,9
a,Georgia,9,i,10
b,Georgia,9,i,10
c,Georgia,9,i,8
d,Georgia,9,i,11
e,Georgia,9,i,8
f,Georgia,9,i,13
g,Georgia,9,i,10
h,Georgia,9,i,10
i,Georgia,9,i,6
j,Georgia,9,i,9
k,Georgia,9,i,10
l,Georgia,9,i,6
m,Georgia,9,i,16
n,Georgia,9,i,11
o,Georgia,9,i,10
p,Georgia,9,i,12
q,Georgia,9,i,10
r,Georgia,9,i,9
s,Georgia,9,i,8
t,Georgia,9,i,7
u,Georgia,9,i,10
v,Georgia,9,i,10
w,Georgia,9,i,15
x,Georgia,9,i,11
y,Georgia,9,i,10
z,Georgia,9,i,10
{,Georgia,9,i,10
|,Georgia,9,i,7
},Georgia,9,i,9
~,Georgia,9,i,12
 ,Georgia,9,bi,5
!,Georgia,9,bi,7
"""",Georgia,9,bi,10
#,Georgia,9,bi,13
$,Georgia,9,bi,12
%,Georgia,9,bi,16
&,Georgia,9,bi,15
',Georgia,9,bi,6
(,Georgia,9,bi,10
),Georgia,9,bi,10
*,Georgia,9,bi,10
+,Georgia,9,bi,13
",",Georgia,9,bi,6
-,Georgia,9,bi,7
.,Georgia,9,bi,6
/,Georgia,9,bi,12
0,Georgia,9,bi,13
1,Georgia,9,bi,9
2,Georgia,9,bi,12
3,Georgia,9,bi,12
4,Georgia,9,bi,13
5,Georgia,9,bi,13
6,Georgia,9,bi,12
7,Georgia,9,bi,12
8,Georgia,9,bi,12
9,Georgia,9,bi,12
:,Georgia,9,bi,7
;,Georgia,9,bi,7
<,Georgia,9,bi,13
=,Georgia,9,bi,13
>,Georgia,9,bi,13
?,Georgia,9,bi,11
@,Georgia,9,bi,17
A,Georgia,9,bi,16
B,Georgia,9,bi,15
C,Georgia,9,bi,14
D,Georgia,9,bi,16
E,Georgia,9,bi,15
F,Georgia,9,bi,15
G,Georgia,9,bi,16
H,Georgia,9,bi,18
I,Georgia,9,bi,11
J,Georgia,9,bi,14
K,Georgia,9,bi,18
L,Georgia,9,bi,13
M,Georgia,9,bi,22
N,Georgia,9,bi,18
O,Georgia,9,bi,15
P,Georgia,9,bi,15
Q,Georgia,9,bi,15
R,Georgia,9,bi,15
S,Georgia,9,bi,14
T,Georgia,9,bi,14
U,Georgia,9,bi,17
V,Georgia,9,bi,17
W,Georgia,9,bi,23
X,Georgia,9,bi,17
Y,Georgia,9,bi,16
Z,Georgia,9,bi,15
[,Georgia,9,bi,11
\,Georgia,9,bi,8
],Georgia,9,bi,11
^,Georgia,9,bi,13
_,Georgia,9,bi,15
`,Georgia,9,bi,9
a,Georgia,9,bi,12
b,Georgia,9,bi,12
c,Georgia,9,bi,10
d,Georgia,9,bi,13
e,Georgia,9,bi,10
f,Georgia,9,bi,15
g,Georgia,9,bi,12
h,Georgia,9,bi,12
i,Georgia,9,bi,7
j,Georgia,9,bi,11
k,Georgia,9,bi,12
l,Georgia,9,bi,7
m,Georgia,9,bi,18
n,Georgia,9,bi,12
o,Georgia,9,bi,11
p,Georgia,9,bi,14
q,Georgia,9,bi,12
r,Georgia,9,bi,10
s,Georgia,9,bi,9
t,Georgia,9,bi,8
u,Georgia,9,bi,12
v,Georgia,9,bi,10
w,Georgia,9,bi,17
x,Georgia,9,bi,13
y,Georgia,9,bi,12
z,Georgia,9,bi,11
{,Georgia,9,bi,11
|,Georgia,9,bi,7
},Georgia,9,bi,10
~,Georgia,9,bi,13
 ,Georgia,11,,5
!,Georgia,11,,7
"""",Georgia,11,,9
#,Georgia,11,,14
$,Georgia,11,,13
%,Georgia,11,,18
&,Georgia,11,,16
',Georgia,11,,5
(,Georgia,11,,8
),Georgia,11,,8
*,Georgia,11,,10
+,Georgia,11,,14
",",Georgia,11,,6
-,Georgia,11,,8
.,Georgia,11,,6
/,Georgia,11,,10
0,Georgia,11,,14
1,Georgia,11,,9
2,Georgia,11,,12
3,Georgia,11,,12
4,Georgia,11,,12
5,Georgia,11,,12
6,Georgia,11,,12
7,Georgia,11,,11
8,Georgia,11,,13
9,Georgia,11,,12
:,Georgia,11,,7
;,Georgia,11,,7
<,Georgia,11,,14
=,Georgia,11,,14
>,Georgia,11,,14
?,Georgia,11,,11
@,Georgia,11,,20
A,Georgia,11,,15
B,Georgia,11,,14
C,Georgia,11,,14
D,Georgia,11,,16
E,Georgia,11,,14
F,Georgia,11,,13
G,Georgia,11,,16
H,Georgia,11,,18
I,Georgia,11,,9
J,Georgia,11,,11
K,Georgia,11,,15
L,Georgia,11,,13
M,Georgia,11,,20
N,Georgia,11,,17
O,Georgia,11,,16
P,Georgia,11,,13
Q,Georgia,11,,16
R,Georgia,11,,15
S,Georgia,11,,12
T,Georgia,11,,14
U,Georgia,11,,17
V,Georgia,11,,15
W,Georgia,11,,21
X,Georgia,11,,16
Y,Georgia,11,,14
Z,Georgia,11,,13
[,Georgia,11,,8
\,Georgia,11,,10
],Georgia,11,,8
^,Georgia,11,,14
_,Georgia,11,,14
`,Georgia,11,,11
a,Georgia,11,,11
b,Georgia,11,,12
c,Georgia,11,,10
d,Georgia,11,,13
e,Georgia,11,,11
f,Georgia,11,,7
g,Georgia,11,,11
h,Georgia,11,,13
i,Georgia,11,,6
j,Georgia,11,,6
k,Georgia,11,,12
l,Georgia,11,,6
m,Georgia,11,,19
n,Georgia,11,,13
o,Georgia,11,,12
p,Georgia,11,,13
q,Georgia,11,,12
r,Georgia,11,,9
s,Georgia,11,,10
t,Georgia,11,,8
u,Georgia,11,,13
v,Georgia,11,,11
w,Georgia,11,,16
x,Georgia,11,,11
y,Georgia,11,,11
z,Georgia,11,,10
{,Georgia,11,,9
|,Georgia,11,,8
},Georgia,11,,9
~,Georgia,11,,14
 ,Georgia,11,b,6
!,Georgia,11,b,8
"""",Georgia,11,b,11
#,Georgia,11,b,15
$,Georgia,11,b,14
%,Georgia,11,b,19
&,Georgia,11,b,18
',Georgia,11,b,6
(,Georgia,11,b,10
),Georgia,11,b,10
*,Georgia,11,b,11
+,Georgia,11,b,15
",",Georgia,11,b,7
-,Georgia,11,b,8
.,Georgia,11,b,7
/,Georgia,11,b,10
0,Georgia,11,b,15
1,Georgia,11,b,11
2,Georgia,11,b,14
3,Georgia,11,b,14
4,Georgia,11,b,14
5,Georgia,11,b,13
6,Georgia,11,b,14
7,Georgia,11,b,12
8,Georgia,11,b,15
9,Georgia,11,b,14
:,Georgia,11,b,8
;,Georgia,11,b,8
<,Georgia,11,b,15
=,Georgia,11,b,15
>,Georgia,11,b,15
?,Georgia,11,b,12
@,Georgia,11,b,21
A,Georgia,11,b,17
B,Georgia,11,b,17
C,Georgia,11,b,16
D,Georgia,11,b,18
E,Georgia,11,b,16
F,Georgia,11,b,15
G,Georgia,11,b,18
H,Georgia,11,b,20
I,Georgia,11,b,10
J,Georgia,11,b,13
K,Georgia,11,b,18
L,Georgia,11,b,15
M,Georgia,11,b,23
N,Georgia,11,b,18
O,Georgia,11,b,18
P,Georgia,11,b,15
Q,Georgia,11,b,18
R,Georgia,11,b,18
S,Georgia,11,b,14
T,Georgia,11,b,15
U,Georgia,11,b,18
V,Georgia,11,b,17
W,Georgia,11,b,25
X,Georgia,11,b,18
Y,Georgia,11,b,16
Z,Georgia,11,b,15
[,Georgia,11,b,10
\,Georgia,11,b,10
],Georgia,11,b,10
^,Georgia,11,b,15
_,Georgia,11,b,15
`,Georgia,11,b,11
a,Georgia,11,b,13
b,Georgia,11,b,14
c,Georgia,11,b,12
d,Georgia,11,b,14
e,Georgia,11,b,13
f,Georgia,11,b,9
g,Georgia,11,b,13
h,Georgia,11,b,15
i,Georgia,11,b,8
j,Georgia,11,b,8
k,Georgia,11,b,14
l,Georgia,11,b,8
m,Georgia,11,b,22
n,Georgia,11,b,15
o,Georgia,11,b,14
p,Georgia,11,b,14
q,Georgia,11,b,14
r,Georgia,11,b,11
s,Georgia,11,b,11
t,Georgia,11,b,9
u,Georgia,11,b,15
v,Georgia,11,b,12
w,Georgia,11,b,19
x,Georgia,11,b,13
y,Georgia,11,b,12
z,Georgia,11,b,12
{,Georgia,11,b,11
|,Georgia,11,b,9
},Georgia,11,b,11
~,Georgia,11,b,15
 ,Georgia,11,i,5
!,Georgia,11,i,7
"""",Georgia,11,i,10
#,Georgia,11,i,14
$,Georgia,11,i,13
%,Georgia,11,i,18
&,Georgia,11,i,17
',Georgia,11,i,6
(,Georgia,11,i,10
),Georgia,11,i,10
*,Georgia,11,i,11
+,Georgia,11,i,14
",",Georgia,11,i,6
-,Georgia,11,i,8
.,Georgia,11,i,6
/,Georgia,11,i,14
0,Georgia,11,i,14
1,Georgia,11,i,9
2,Georgia,11,i,12
3,Georgia,11,i,13
4,Georgia,11,i,12
5,Georgia,11,i,14
6,Georgia,11,i,12
7,Georgia,11,i,12
8,Georgia,11,i,13
9,Georgia,11,i,12
:,Georgia,11,i,8
;,Georgia,11,i,8
<,Georgia,11,i,14
=,Georgia,11,i,14
>,Georgia,11,i,14
?,Georgia,11,i,12
@,Georgia,11,i,20
A,Georgia,11,i,17
B,Georgia,11,i,15
C,Georgia,11,i,16
D,Georgia,11,i,17
E,Georgia,11,i,16
F,Georgia,11,i,16
G,Georgia,11,i,17
H,Georgia,11,i,21
I,Georgia,11,i,11
J,Georgia,11,i,14
K,Georgia,11,i,18
L,Georgia,11,i,14
M,Georgia,11,i,23
N,Georgia,11,i,20
O,Georgia,11,i,16
P,Georgia,11,i,15
Q,Georgia,11,i,16
R,Georgia,11,i,16
S,Georgia,11,i,14
T,Georgia,11,i,16
U,Georgia,11,i,19
V,Georgia,11,i,18
W,Georgia,11,i,24
X,Georgia,11,i,20
Y,Georgia,11,i,17
Z,Georgia,11,i,16
[,Georgia,11,i,11
\,Georgia,11,i,10
],Georgia,11,i,11
^,Georgia,11,i,14
_,Georgia,11,i,16
`,Georgia,11,i,11
a,Georgia,11,i,13
b,Georgia,11,i,12
c,Georgia,11,i,10
d,Georgia,11,i,14
e,Georgia,11,i,10
f,Georgia,11,i,15
g,Georgia,11,i,13
h,Georgia,11,i,13
i,Georgia,11,i,7
j,Georgia,11,i,11
k,Georgia,11,i,12
l,Georgia,11,i,7
m,Georgia,11,i,19
n,Georgia,11,i,13
o,Georgia,11,i,12
p,Georgia,11,i,15
q,Georgia,11,i,13
r,Georgia,11,i,11
s,Georgia,11,i,9
t,Georgia,11,i,9
u,Georgia,11,i,13
v,Georgia,11,i,12
w,Georgia,11,i,18
x,Georgia,11,i,13
y,Georgia,11,i,12
z,Georgia,11,i,12
{,Georgia,11,i,11
|,Georgia,11,i,8
},Georgia,11,i,11
~,Georgia,11,i,14
 ,Georgia,11,bi,6
!,Georgia,11,bi,9
"""",Georgia,11,bi,13
#,Georgia,11,bi,15
$,Georgia,11,bi,14
%,Georgia,11,bi,19
&,Georgia,11,bi,19
',Georgia,11,bi,8
(,Georgia,11,bi,12
),Georgia,11,bi,12
*,Georgia,11,bi,12
+,Georgia,11,bi,15
",",Georgia,11,bi,7
-,Georgia,11,bi,8
.,Georgia,11,bi,7
/,Georgia,11,bi,14
0,Georgia,11,bi,15
1,Georgia,11,bi,11
2,Georgia,11,bi,15
3,Georgia,11,bi,15
4,Georgia,11,bi,15
5,Georgia,11,bi,15
6,Georgia,11,bi,14
7,Georgia,11,bi,14
8,Georgia,11,bi,15
9,Georgia,11,bi,14
:,Georgia,11,bi,8
;,Georgia,11,bi,8
<,Georgia,11,bi,15
=,Georgia,11,bi,15
>,Georgia,11,bi,15
?,Georgia,11,bi,13
@,Georgia,11,bi,21
A,Georgia,11,bi,19
B,Georgia,11,bi,18
C,Georgia,11,bi,18
D,Georgia,11,bi,19
E,Georgia,11,bi,18
F,Georgia,11,bi,18
G,Georgia,11,bi,19
H,Georgia,11,bi,23
I,Georgia,11,bi,13
J,Georgia,11,bi,16
K,Georgia,11,bi,21
L,Georgia,11,bi,16
M,Georgia,11,bi,26
N,Georgia,11,bi,21
O,Georgia,11,bi,18
P,Georgia,11,bi,18
Q,Georgia,11,bi,18
R,Georgia,11,bi,19
S,Georgia,11,bi,16
T,Georgia,11,bi,18
U,Georgia,11,bi,21
V,Georgia,11,bi,20
W,Georgia,11,bi,28
X,Georgia,11,bi,22
Y,Georgia,11,bi,19
Z,Georgia,11,bi,18
[,Georgia,11,bi,13
\,Georgia,11,bi,10
],Georgia,11,bi,13
^,Georgia,11,bi,15
_,Georgia,11,bi,17
`,Georgia,11,bi,11
a,Georgia,11,bi,15
b,Georgia,11,bi,14
c,Georgia,11,bi,12
d,Georgia,11,bi,16
e,Georgia,11,bi,12
f,Georgia,11,bi,18
g,Georgia,11,bi,14
h,Georgia,11,bi,15
i,Georgia,11,bi,8
j,Georgia,11,bi,12
k,Georgia,11,bi,14
l,Georgia,11,bi,9
m,Georgia,11,bi,22
n,Georgia,11,bi,15
o,Georgia,11,bi,14
p,Georgia,11,bi,17
q,Georgia,11,bi,14
r,Georgia,11,bi,13
s,Georgia,11,bi,11
t,Georgia,11,bi,10
u,Georgia,11,bi,15
v,Georgia,11,bi,13
w,Georgia,11,bi,21
x,Georgia,11,bi,15
y,Georgia,11,bi,15
z,Georgia,11,bi,13
{,Georgia,11,bi,13
|,Georgia,11,bi,9
},Georgia,11,bi,13
~,Georgia,11,bi,15
 ,Georgia,12,,6
!,Georgia,12,,8
"""",Georgia,12,,10
#,Georgia,12,,15
$,Georgia,12,,15
%,Georgia,12,,20
&,Georgia,12,,17
',Georgia,12,,5
(,Georgia,12,,9
),Georgia,12,,9
*,Georgia,12,,11
+,Georgia,12,,15
",",Georgia,12,,6
-,Georgia,12,,9
.,Georgia,12,,6
/,Georgia,12,,11
0,Georgia,12,,15
1,Georgia,12,,10
2,Georgia,12,,13
3,Georgia,12,,13
4,Georgia,12,,14
5,Georgia,12,,13
6,Georgia,12,,14
7,Georgia,12,,12
8,Georgia,12,,14
9,Georgia,12,,14
:,Georgia,12,,8
;,Georgia,12,,8
<,Georgia,12,,15
=,Georgia,12,,15
>,Georgia,12,,15
?,Georgia,12,,11
@,Georgia,12,,22
A,Georgia,12,,16
B,Georgia,12,,16
C,Georgia,12,,15
D,Georgia,12,,18
E,Georgia,12,,16
F,Georgia,12,,14
G,Georgia,12,,17
H,Georgia,12,,20
I,Georgia,12,,9
J,Georgia,12,,12
K,Georgia,12,,17
L,Georgia,12,,14
M,Georgia,12,,22
N,Georgia,12,,18
O,Georgia,12,,18
P,Georgia,12,,15
Q,Georgia,12,,18
R,Georgia,12,,17
S,Georgia,12,,13
T,Georgia,12,,15
U,Georgia,12,,18
V,Georgia,12,,16
W,Georgia,12,,23
X,Georgia,12,,17
Y,Georgia,12,,15
Z,Georgia,12,,14
[,Georgia,12,,9
\,Georgia,12,,11
],Georgia,12,,9
^,Georgia,12,,15
_,Georgia,12,,15
`,Georgia,12,,12
a,Georgia,12,,12
b,Georgia,12,,13
c,Georgia,12,,11
d,Georgia,12,,14
e,Georgia,12,,12
f,Georgia,12,,8
g,Georgia,12,,12
h,Georgia,12,,14
i,Georgia,12,,7
j,Georgia,12,,7
k,Georgia,12,,13
l,Georgia,12,,7
m,Georgia,12,,21
n,Georgia,12,,14
o,Georgia,12,,13
p,Georgia,12,,14
q,Georgia,12,,13
r,Georgia,12,,10
s,Georgia,12,,10
t,Georgia,12,,8
u,Georgia,12,,14
v,Georgia,12,,12
w,Georgia,12,,18
x,Georgia,12,,12
y,Georgia,12,,12
z,Georgia,12,,11
{,Georgia,12,,10
|,Georgia,12,,9
},Georgia,12,,10
~,Georgia,12,,15
 ,Georgia,12,b,6
!,Georgia,12,b,9
"""",Georgia,12,b,12
#,Georgia,12,b,17
$,Georgia,12,b,15
%,Georgia,12,b,21
&,Georgia,12,b,19
',Georgia,12,b,6
(,Georgia,12,b,11
),Georgia,12,b,11
*,Georgia,12,b,12
+,Georgia,12,b,17
",",Georgia,12,b,8
-,Georgia,12,b,9
.,Georgia,12,b,8
/,Georgia,12,b,11
0,Georgia,12,b,17
1,Georgia,12,b,12
2,Georgia,12,b,15
3,Georgia,12,b,15
4,Georgia,12,b,16
5,Georgia,12,b,14
6,Georgia,12,b,16
7,Georgia,12,b,13
8,Georgia,12,b,16
9,Georgia,12,b,16
:,Georgia,12,b,9
;,Georgia,12,b,9
<,Georgia,12,b,17
=,Georgia,12,b,17
>,Georgia,12,b,17
?,Georgia,12,b,13
@,Georgia,12,b,23
A,Georgia,12,b,18
B,Georgia,12,b,18
C,Georgia,12,b,17
D,Georgia,12,b,20
E,Georgia,12,b,17
F,Georgia,12,b,16
G,Georgia,12,b,19
H,Georgia,12,b,22
I,Georgia,12,b,11
J,Georgia,12,b,14
K,Georgia,12,b,20
L,Georgia,12,b,16
M,Georgia,12,b,25
N,Georgia,12,b,20
O,Georgia,12,b,20
P,Georgia,12,b,17
Q,Georgia,12,b,20
R,Georgia,12,b,19
S,Georgia,12,b,16
T,Georgia,12,b,16
U,Georgia,12,b,20
V,Georgia,12,b,18
W,Georgia,12,b,27
X,Georgia,12,b,19
Y,Georgia,12,b,18
Z,Georgia,12,b,17
[,Georgia,12,b,11
\,Georgia,12,b,11
],Georgia,12,b,11
^,Georgia,12,b,17
_,Georgia,12,b,17
`,Georgia,12,b,12
a,Georgia,12,b,14
b,Georgia,12,b,16
c,Georgia,12,b,13
d,Georgia,12,b,16
e,Georgia,12,b,14
f,Georgia,12,b,9
g,Georgia,12,b,14
h,Georgia,12,b,16
i,Georgia,12,b,8
j,Georgia,12,b,8
k,Georgia,12,b,15
l,Georgia,12,b,8
m,Georgia,12,b,24
n,Georgia,12,b,17
o,Georgia,12,b,15
p,Georgia,12,b,16
q,Georgia,12,b,16
r,Georgia,12,b,12
s,Georgia,12,b,12
t,Georgia,12,b,10
u,Georgia,12,b,17
v,Georgia,12,b,14
w,Georgia,12,b,21
x,Georgia,12,b,14
y,Georgia,12,b,13
z,Georgia,12,b,13
{,Georgia,12,b,12
|,Georgia,12,b,9
},Georgia,12,b,12
~,Georgia,12,b,17
 ,Georgia,12,i,6
!,Georgia,12,i,8
"""",Georgia,12,i,11
#,Georgia,12,i,15
$,Georgia,12,i,15
%,Georgia,12,i,20
&,Georgia,12,i,18
',Georgia,12,i,6
(,Georgia,12,i,11
),Georgia,12,i,10
*,Georgia,12,i,12
+,Georgia,12,i,15
",",Georgia,12,i,6
-,Georgia,12,i,9
.,Georgia,12,i,6
/,Georgia,12,i,15
0,Georgia,12,i,15
1,Georgia,12,i,10
2,Georgia,12,i,13
3,Georgia,12,i,14
4,Georgia,12,i,14
5,Georgia,12,i,15
6,Georgia,12,i,14
7,Georgia,12,i,14
8,Georgia,12,i,14
9,Georgia,12,i,14
:,Georgia,12,i,9
;,Georgia,12,i,9
<,Georgia,12,i,15
=,Georgia,12,i,15
>,Georgia,12,i,15
?,Georgia,12,i,12
@,Georgia,12,i,22
A,Georgia,12,i,18
B,Georgia,12,i,17
C,Georgia,12,i,17
D,Georgia,12,i,19
E,Georgia,12,i,18
F,Georgia,12,i,17
G,Georgia,12,i,18
H,Georgia,12,i,23
I,Georgia,12,i,12
J,Georgia,12,i,15
K,Georgia,12,i,20
L,Georgia,12,i,15
M,Georgia,12,i,25
N,Georgia,12,i,22
O,Georgia,12,i,18
P,Georgia,12,i,17
Q,Georgia,12,i,18
R,Georgia,12,i,18
S,Georgia,12,i,15
T,Georgia,12,i,18
U,Georgia,12,i,21
V,Georgia,12,i,19
W,Georgia,12,i,26
X,Georgia,12,i,21
Y,Georgia,12,i,18
Z,Georgia,12,i,17
